Name,Type,Level,Race,Attribute,ATK,DEF,Collected
Crimson Knight Vampire Bram,XYZ Monster,5,Zombie,DARK,2500,0,TRUE
Evilswarm Ouroboros,XYZ Monster,4,Dragon,DARK,2750,1950,FALSE
Spell Shield Type-8,Trap Card,,Counter,,,,TRUE
Mikazukinoyaiba,Normal Monster,7,Dragon,DARK,2200,2350,FALSE
"Enishi, Shien's Chancellor",Effect Monster,6,Warrior,LIGHT,2200,1200,TRUE
Crawling Dragon 2,Normal Monster,4,Dinosaur,EARTH,1600,1200,FALSE
Safe Zone,Trap Card,,Continuous,,,,TRUE
Needle Wall,Trap Card,,Continuous,,,,FALSE
Tyrant's Tantrum,Trap Card,,Continuous,,,,TRUE
Star Seraph Scepter,Effect Monster,4,Fairy,LIGHT,1800,400,FALSE
Locomotion R-Genex,Synchro Monster,9,Machine,DARK,2500,2000,TRUE
Manga Ryu-Ran,Toon Monster,7,Dragon,FIRE,2200,2600,FALSE
Needle Ceiling,Trap Card,,Normal,,,,TRUE
Grand Convergence,Spell Card,,Quick-Play,,,,FALSE
Gil Garth,Normal Monster,4,Fiend,DARK,1800,1200,TRUE
Inzektor Earwig,Effect Monster,4,Insect,DARK,1000,1000,FALSE
Alien Hypno,Gemini Monster,4,Reptile,WATER,1600,700,TRUE
The Trojan Horse,Effect Monster,4,Beast,EARTH,1600,1200,FALSE
Lady Panther,Effect Monster,4,Beast-Warrior,EARTH,1400,1300,TRUE
Junkuriboh,Effect Monster,1,Machine,EARTH,300,200,FALSE
Laval Cannon,Effect Monster,4,Warrior,FIRE,1600,900,TRUE
Blue-Eyes Alternative White Dragon,Effect Monster,8,Dragon,LIGHT,3000,2500,FALSE
Ancient Dragon,Effect Monster,4,Dragon,LIGHT,1400,1300,TRUE
Meklord Astro Dragon Asterisk,Effect Monster,10,Machine,DARK,0,0,FALSE
Hazy Flame Cerbereus,Effect Monster,6,Beast,FIRE,2000,200,TRUE
Shock Troops of the Ice Barrier,Effect Monster,3,Spellcaster,WATER,1500,800,FALSE
Fushi No Tori,Spirit Monster,4,Winged Beast,FIRE,1200,0,TRUE
Horn of Light,Spell Card,,Equip,,,,FALSE
Blackwing - Jin the Rain Shadow,Tuner Monster,1,Winged Beast,DARK,600,500,TRUE
Wonder Clover,Spell Card,,Normal,,,,FALSE
Miscellaneousaurus,Effect Monster,4,Dinosaur,FIRE,1800,1000,TRUE
Advance Force,Spell Card,,Continuous,,,,FALSE
Robot Buster Destruction Sword,Effect Monster,4,Machine,DARK,1600,1200,TRUE
Inzektor Orb,Trap Card,,Normal,,,,FALSE
Satellarknight Vega,Effect Monster,4,Warrior,LIGHT,1200,1600,TRUE
Black Tyranno,Effect Monster,7,Dinosaur,EARTH,2600,1800,FALSE
Vylon Stella,Tuner Monster,3,Fairy,LIGHT,1400,200,TRUE
Mind Trust,Spell Card,,Normal,,,,FALSE
Envoy of Chaos,Effect Monster,4,Warrior,DARK,1500,0,TRUE
Book of Taiyou,Spell Card,,Normal,,,,FALSE
Question,Spell Card,,Normal,,,,TRUE
The Agent of Wisdom - Mercury,Effect Monster,4,Fairy,LIGHT,0,1700,FALSE
Lightray Daedalus,Effect Monster,7,Sea Serpent,LIGHT,2600,1500,TRUE
Frontier Wiseman,Effect Monster,3,Spellcaster,EARTH,1600,800,FALSE
Photon Leo,Effect Monster,6,Beast,LIGHT,2100,1100,TRUE
Paleozoic Dinomischus,Trap Card,,Normal,,,,FALSE
"Release, Reverse, Burst",Trap Card,,Normal,,,,TRUE
PSY-Framegear Gamma,Tuner Monster,2,Psychic,LIGHT,1000,0,FALSE
"Rinyan, Lightsworn Rogue",Flip Effect Monster,2,Beast,LIGHT,100,100,TRUE
Counter Cleaner,Spell Card,,Normal,,,,FALSE
"Akz, the Pumer",Effect Monster,6,Beast-Warrior,EARTH,1500,1000,TRUE
Urgent Ritual Art,Trap Card,,Normal,,,,FALSE
Igknights Unite,Spell Card,,Quick-Play,,,,TRUE
Ultimate Providence,Trap Card,,Counter,,,,FALSE
Roboyarou,Normal Monster,3,Machine,EARTH,900,450,TRUE
Sonic Maid,Normal Monster,3,Warrior,EARTH,1200,900,FALSE
Dragon Core Hexer,Normal Tuner Monster,8,Dragon,DARK,2300,3000,TRUE
Photon Lizard,Effect Monster,3,Dragon,LIGHT,900,1200,FALSE
Gundari,Spirit Monster,4,Pyro,FIRE,1000,200,TRUE
Desert Protector,Effect Monster,4,Insect,EARTH,800,1000,FALSE
Hyo,Normal Monster,3,Warrior,WATER,800,1200,TRUE
Dinomist Plesios,Pendulum Effect Monster,4,Machine,WATER,1700,1400,FALSE
Wave-Motion Cannon,Spell Card,,Continuous,,,,TRUE
Cosmo Queen,Normal Monster,8,Spellcaster,DARK,2900,2450,FALSE
Root Water,Normal Monster,3,Fish,WATER,900,800,TRUE
Order to Smash,Trap Card,,Normal,,,,FALSE
Galaxy-Eyes Full Armor Photon Dragon,XYZ Monster,8,Dragon,LIGHT,4000,3500,TRUE
Koa'ki Meiru Beetle,Effect Monster,4,Insect,EARTH,1900,1500,FALSE
Pandaborg,Effect Monster,4,Psychic,WATER,1700,1400,TRUE
Tri-Horned Dragon,Normal Monster,8,Dragon,DARK,2850,2350,FALSE
Oasis of Dragon Souls,Trap Card,,Continuous,,,,TRUE
Des Counterblow,Trap Card,,Continuous,,,,FALSE
Planet Pollutant Virus,Trap Card,,Normal,,,,TRUE
Berserk Gorilla,Effect Monster,4,Beast,EARTH,2000,1000,FALSE
Winged Cleaver,Normal Monster,2,Insect,EARTH,700,700,TRUE
Rigorous Reaver,Flip Effect Monster,3,Plant,FIRE,1600,100,FALSE
Storm Shooter,Effect Monster,7,Winged Beast,WIND,2300,500,TRUE
Masked Dragon,Effect Monster,3,Dragon,FIRE,1400,1100,FALSE
Overlay Sentinel,Effect Monster,4,Warrior,LIGHT,2000,0,TRUE
Lullaby of Obedience,Spell Card,,Normal,,,,FALSE
Royal Guard,Normal Monster,6,Machine,EARTH,1900,2200,TRUE
Fluffal Dog,Effect Monster,4,Fairy,EARTH,1700,1000,FALSE
Beta the Magnet Warrior,Normal Monster,4,Rock,EARTH,1700,1600,TRUE
Aquaactress Tetra,Effect Monster,1,Aqua,WATER,300,300,FALSE
Particle Fusion,Spell Card,,Normal,,,,TRUE
Neo Galaxy-Eyes Photon Dragon,XYZ Monster,8,Dragon,LIGHT,4500,3000,FALSE
Face-Off,Trap Card,,Counter,,,,TRUE
Machina Cannon,Effect Monster,8,Machine,EARTH,0,2200,FALSE
Ancient Gear Knight,Gemini Monster,4,Machine,EARTH,1800,500,TRUE
Darkblaze Dragon,Effect Monster,7,Dragon,FIRE,1200,1000,FALSE
Red-Eyes Archfiend of Lightning,Gemini Monster,6,Fiend,DARK,2500,1200,TRUE
Return of the Red-Eyes,Trap Card,,Continuous,,,,FALSE
Battleguard King,Effect Monster,8,Warrior,EARTH,3000,1100,TRUE
Resurrection of Chakra,Spell Card,,Ritual,,,,FALSE
Trident Dragion,Synchro Monster,10,Dragon,FIRE,3000,2800,TRUE
Dododo Witch,Effect Monster,4,Warrior,EARTH,1200,1600,FALSE
Cyber Dinosaur,Effect Monster,7,Machine,LIGHT,2500,1900,TRUE
Intercept Wave,Spell Card,,Quick-Play,,,,FALSE
That Six,Trap Card,,Continuous,,,,TRUE
Fabled Leviathan,Synchro Monster,10,Fiend,LIGHT,3000,2000,FALSE
Blade Knight,Effect Monster,4,Warrior,LIGHT,1600,1000,TRUE
Gem-Knight Master Diamond,Fusion Monster,9,Rock,EARTH,2900,2500,FALSE
Gift Card,Trap Card,,Normal,,,,TRUE
Brain Hazard,Trap Card,,Continuous,,,,FALSE
Ordeal of a Traveler,Trap Card,,Continuous,,,,TRUE
Mystical Shine Ball,Normal Monster,2,Fairy,LIGHT,500,500,FALSE
Fullmetalfoes Fusion,Spell Card,,Quick-Play,,,,TRUE
Subterror Nemesis Archer,Effect Monster,3,Fairy,EARTH,1600,1400,FALSE
Cyber Angel Dakini,Ritual Effect Monster,8,Fairy,LIGHT,2700,2400,TRUE
Meklord Army of Wisel,Effect Monster,4,Machine,DARK,1800,0,FALSE
Evolsaur Darwino,Effect Monster,5,Dinosaur,FIRE,2200,700,TRUE
Gogiga Gagagigo,Normal Monster,8,Reptile,WATER,2950,2800,FALSE
Gogogo Giant,Effect Monster,4,Rock,EARTH,2000,0,TRUE
Brotherhood of the Fire Fist - Leopard,Effect Monster,3,Beast-Warrior,FIRE,0,200,FALSE
Cards of Consonance,Spell Card,,Normal,,,,TRUE
Inmato,Effect Monster,3,Plant,DARK,1400,800,FALSE
Fushioh Richie,Effect Monster,7,Zombie,DARK,2600,2900,TRUE
Cry Havoc!,Trap Card,,Continuous,,,,FALSE
Delta Attacker,Spell Card,,Normal,,,,TRUE
Otohime,Spirit Monster,3,Spellcaster,LIGHT,0,100,FALSE
Otohime,Spirit Monster,3,Spellcaster,LIGHT,0,100,TRUE
Neo Flamvell Shaman,Effect Monster,3,Pyro,FIRE,1700,200,FALSE
Splash Capture,Trap Card,,Normal,,,,TRUE
Hot Red Dragon Archfiend,Synchro Monster,8,Dragon,DARK,3000,2000,FALSE
Vile Germs,Spell Card,,Equip,,,,TRUE
Union Scramble,Trap Card,,Normal,,,,FALSE
Gimmick Puppet Magnet Doll,Effect Monster,8,Machine,DARK,1000,1000,TRUE
Sun Dragon Inti,Synchro Monster,8,Dragon,LIGHT,3000,2800,FALSE
Destiny HERO - Departed,Effect Monster,2,Warrior,DARK,1000,0,TRUE
Yosenju Misak,Effect Monster,6,Beast,WIND,2300,200,FALSE
Heavy Mech Support Armor,Union Effect Monster,3,Machine,LIGHT,500,500,TRUE
Balloon Lizard,Effect Monster,4,Reptile,EARTH,500,1900,FALSE
Elf's Light,Spell Card,,Equip,,,,TRUE
Different Dimension Encounter,Trap Card,,Normal,,,,FALSE
Gishki Marker,Effect Monster,4,Aqua,WATER,1600,1200,TRUE
Magical Citadel of Endymion,Spell Card,,Field,,,,FALSE
The True Name,Spell Card,,Normal,,,,TRUE
Flash of the Forbidden Spell,Spell Card,,Normal,,,,FALSE
Crystron Quandax,Synchro Tuner Monster,4,Machine,WATER,1800,2000,TRUE
Revival of the Immortals,Trap Card,,Normal,,,,FALSE
Kagemusha Tanuki Token,Token,,Beast,,,,TRUE
Cyber Raider,Effect Monster,4,Machine,DARK,1400,1000,FALSE
Chain Material,Trap Card,,Normal,,,,TRUE
Spawn Alligator,Effect Monster,5,Reptile,WATER,2200,1000,FALSE
Vylon Disigma,XYZ Monster,4,Fairy,LIGHT,2500,2100,TRUE
Machine Angel Ritual,Spell Card,,Ritual,,,,FALSE
Shiranui Style Synthesis,Spell Card,,Field,,,,TRUE
Assault Slash,Trap Card,,Normal,,,,FALSE
Superheavy Samurai Soulclaw,Effect Monster,2,Machine,EARTH,500,500,TRUE
Elemental HERO Stratos,Effect Monster,4,Warrior,WIND,1800,300,FALSE
Arcane Apprentice,Tuner Monster,2,Spellcaster,FIRE,1000,400,TRUE
Apoqliphort Skybase,Effect Monster,9,Machine,EARTH,2900,2500,FALSE
Gateway to Chaos,Spell Card,,Field,,,,TRUE
Ultimate Axon Kicker,Fusion Monster,10,Psychic,LIGHT,2900,1700,FALSE
Bazoo the Soul-Eater,Effect Monster,4,Beast,EARTH,1600,900,TRUE
Constellar Virgo,Effect Monster,5,Fairy,LIGHT,2300,1600,FALSE
Ally Mind,Normal Tuner Monster,5,Machine,DARK,1800,1400,TRUE
Mirror Resonator,Tuner Monster,1,Fiend,LIGHT,0,0,FALSE
Mecha Sea Dragon Plesion,Effect Monster,5,Machine,WATER,2300,1800,TRUE
"Minerva, Lightsworn Maiden",Tuner Monster,3,Spellcaster,LIGHT,800,200,FALSE
Narrow Pass,Trap Card,,Continuous,,,,TRUE
Amphibious Bugroth,Fusion Monster,5,Aqua,WATER,1850,1300,FALSE
Flamvell Commando,Effect Monster,6,Pyro,FIRE,2200,200,TRUE
Dark Shade,Normal Monster,3,Fiend,WIND,1000,1000,FALSE
Sleeping Lion,Normal Monster,4,Beast,EARTH,700,1700,TRUE
Amores of Prophecy,Effect Monster,3,Spellcaster,EARTH,600,2000,FALSE
Blue Duston,Effect Monster,1,Fiend,WATER,0,1000,TRUE
Twin-Sword Marauder,Effect Monster,4,Warrior,DARK,1600,1000,FALSE
Spellbook Library of the Crescent,Spell Card,,Normal,,,,TRUE
Cocoon of Evolution,Effect Monster,3,Insect,EARTH,0,2000,FALSE
TG-SX1,Trap Card,,Normal,,,,TRUE
Brain Jacker,Flip Effect Monster,2,Fiend,DARK,200,900,FALSE
Black Feather Beacon,Trap Card,,Normal,,,,TRUE
Performapal Skullcrobat Joker,Pendulum Effect Monster,4,Spellcaster,DARK,1800,100,FALSE
Lord Poison,Effect Monster,4,Plant,WATER,1500,1000,TRUE
House Duston,Effect Monster,1,Fiend,LIGHT,0,1000,FALSE
Hyper Synchron,Tuner Monster,4,Machine,LIGHT,1600,800,TRUE
Timidity,Spell Card,,Normal,,,,FALSE
"Gaia, the Mid-Knight Sun",Effect Monster,4,Warrior,LIGHT,1600,1200,TRUE
Mammoth Graveyard,Normal Monster,3,Dinosaur,EARTH,1200,800,FALSE
Cold Feet,Spell Card,,Quick-Play,,,,TRUE
Sonic Shooter,Effect Monster,4,Winged Beast,WIND,1300,600,FALSE
Abyss Flower,Normal Monster,2,Plant,EARTH,750,400,TRUE
Starliege Lord Galaxion,XYZ Monster,4,Warrior,LIGHT,2000,2100,FALSE
Ojama Knight,Fusion Monster,5,Beast,LIGHT,0,2500,TRUE
Geira Guile the Cubic King,Effect Monster,2,Fairy,WIND,0,0,FALSE
Homunculus the Alchemic Being,Effect Monster,4,Plant,LIGHT,1800,1600,TRUE
Cyberdark Dragon,Fusion Monster,8,Machine,DARK,1000,1000,FALSE
Battlecruiser Dianthus,XYZ Monster,3,Plant,EARTH,2100,1800,TRUE
Ties of the Brethren,Spell Card,,Normal,,,,FALSE
Swamp Battleguard,Effect Monster,5,Warrior,EARTH,1800,1500,TRUE
Common Charity,Trap Card,,Normal,,,,FALSE
Susa Soldier,Spirit Monster,4,Thunder,EARTH,2000,1600,TRUE
Aria the Melodious Diva,Effect Monster,4,Fairy,LIGHT,1600,1200,FALSE
Exploder Dragonwing,Synchro Monster,7,Dragon,DARK,2400,1600,TRUE
Phantom Hand,Trap Card,,Continuous,,,,FALSE
Shadow Specter,Normal Monster,1,Zombie,DARK,500,200,TRUE
Force Resonator,Tuner Monster,2,Fiend,WATER,500,500,FALSE
Destiny HERO - Dreadmaster,Effect Monster,8,Warrior,DARK,0,0,TRUE
Solemn Strike,Trap Card,,Counter,,,,FALSE
Vampire Grace,Effect Monster,6,Zombie,DARK,2000,1200,TRUE
Vylon Soldier,Effect Monster,4,Fairy,LIGHT,1700,1000,FALSE
Axe of Despair,Spell Card,,Equip,,,,TRUE
Bad Reaction to Simochi,Trap Card,,Continuous,,,,FALSE
Frightfur Kraken,Fusion Monster,8,Fiend,WATER,2200,3000,TRUE
Kuriboh,Effect Monster,1,Fiend,DARK,300,200,FALSE
Kuriboh,Effect Monster,1,Fiend,DARK,300,200,TRUE
Kuriboh,Effect Monster,1,Fiend,DARK,300,200,FALSE
Guardian Sphinx,Effect Monster,5,Rock,EARTH,1700,2400,TRUE
Ljosalf of the Nordic Alfar,Effect Monster,4,Spellcaster,LIGHT,1400,1200,FALSE
Lightning Rod Lord,Effect Monster,4,Thunder,LIGHT,1800,100,TRUE
Maharaghi,Spirit Monster,4,Rock,EARTH,1200,1700,FALSE
Multiply,Spell Card,,Quick-Play,,,,TRUE
Kuriboh Token,Token,,Fiend,,,,FALSE
The Puppet Magic of Dark Ruler,Spell Card,,Normal,,,,TRUE
"Endymion, the Master Magician",Effect Monster,7,Spellcaster,DARK,2700,1700,FALSE
Xing Zhen Hu Replica,Trap Card,,Continuous,,,,TRUE
Dark Magician of Chaos,Effect Monster,8,Spellcaster,DARK,2800,2600,FALSE
Kurivolt,Effect Monster,1,Thunder,LIGHT,300,200,TRUE
Dissolverock,Normal Monster,3,Rock,EARTH,900,1000,FALSE
Ancient Gear Fist,Spell Card,,Equip,,,,TRUE
Quaking Mirror Force,Trap Card,,Normal,,,,FALSE
Valkyrie of the Nordic Ascendant,Tuner Monster,2,Fairy,LIGHT,400,800,TRUE
Elemental HERO Absolute Zero,Fusion Monster,8,Warrior,WATER,2500,2000,FALSE
Silent Insect,Effect Monster,2,Insect,EARTH,200,300,TRUE
Chopman the Desperate Outlaw,Effect Monster,3,Zombie,DARK,1100,500,FALSE
Jigabyte,Effect Monster,4,Reptile,WATER,1500,200,TRUE
Ritual Beast Tamer Wen,Effect Monster,3,Psychic,WIND,1500,1000,FALSE
Azure-Eyes Silver Dragon,Synchro Monster,9,Dragon,LIGHT,2500,3000,TRUE
Aqua Spirit,Effect Monster,4,Aqua,WATER,1600,1200,FALSE
Evilswarm Ketos,Effect Monster,4,Aqua,DARK,1750,1050,TRUE
Darklord Zerato,Effect Monster,8,Fairy,DARK,2800,2300,FALSE
Dark Scorpion Burglars,Effect Monster,4,Warrior,DARK,1000,1000,TRUE
Grave Ohja,Effect Monster,4,Rock,EARTH,1600,1500,FALSE
ZW - Asura Strike,Effect Monster,4,Fairy,FIRE,1000,1000,TRUE
"Twilight Ninja Nichirin, the Chunin",Effect Monster,6,Warrior,DARK,2300,1000,FALSE
Red Resonator,Tuner Monster,2,Fiend,FIRE,600,200,TRUE
The Lady in Wight,Effect Monster,3,Zombie,DARK,0,2200,FALSE
Strike Ninja,Effect Monster,4,Warrior,DARK,1700,1200,TRUE
Swarm of Crows,Effect Monster,5,Winged Beast,DARK,1200,1800,FALSE
Yashinoki,Normal Monster,2,Plant,EARTH,800,600,TRUE
Elemental HERO Ice Edge,Effect Monster,3,Warrior,WATER,800,900,FALSE
Flame Ruler,Effect Monster,4,Pyro,FIRE,1500,1600,TRUE
Dai-sojo of the Ice Barrier,Effect Monster,6,Spellcaster,WATER,1600,2200,FALSE
SPYRAL Super Agent,Effect Monster,4,Warrior,EARTH,1900,1200,TRUE
Synchro Cracker,Spell Card,,Normal,,,,FALSE
Ape Fighter,Effect Monster,4,Beast,DARK,1900,1200,TRUE
Diskblade Rider,Effect Monster,4,Fiend,WIND,1700,1500,FALSE
Dark Garnex the Cubic Beast,Effect Monster,2,Beast,EARTH,0,0,TRUE
Dinomic Powerload,Spell Card,,Field,,,,FALSE
Superheavy Samurai Transporter,Effect Monster,5,Machine,EARTH,1200,1800,TRUE
The Cheerful Coffin,Spell Card,,Normal,,,,FALSE
CXyz Simon the Great Moral Leader,XYZ Monster,7,Spellcaster,LIGHT,3000,2500,TRUE
Apocatequil,Effect Monster,4,Thunder,LIGHT,1800,1200,FALSE
Rose Tentacles,Effect Monster,6,Plant,EARTH,2200,1200,TRUE
Spell Calling,Spell Card,,Normal,,,,FALSE
Green Gadget,Effect Monster,4,Machine,EARTH,1400,600,TRUE
Silent Magician,Effect Monster,4,Spellcaster,LIGHT,1000,1000,FALSE
Earthbound Immortal Wiraqocha Rasca,Effect Monster,10,Winged Beast,DARK,100,100,TRUE
Javelin Beetle Pact,Spell Card,,Ritual,,,,FALSE
Red Carpet,Trap Card,,Normal,,,,TRUE
Rank-Up-Magic Raid Force,Spell Card,,Normal,,,,FALSE
Koa'ki Meiru Gravirose,Effect Monster,4,Plant,FIRE,1900,1300,TRUE
Starving Venom Fusion Dragon,Fusion Monster,8,Dragon,DARK,2800,2000,FALSE
Starving Venom Fusion Dragon,Fusion Monster,8,Dragon,DARK,2800,2000,TRUE
Claw Reacher,Normal Monster,3,Fiend,DARK,1000,800,FALSE
Ambitious Gofer,Effect Monster,6,Fiend,DARK,2400,100,TRUE
Cyberdark Horn,Effect Monster,4,Machine,DARK,800,800,FALSE
Fake Explosion,Trap Card,,Normal,,,,TRUE
Grass Phantom,Effect Monster,3,Plant,WATER,1000,1000,FALSE
Constellar Algiedi,Effect Monster,4,Spellcaster,LIGHT,1600,1400,TRUE
Superheavy Samurai Kabuto,Effect Monster,4,Machine,EARTH,1000,2000,FALSE
CXyz Mechquipped Djinn Angeneral,XYZ Monster,4,Fairy,DARK,2600,1600,TRUE
Mecha Phantom Beast Kalgriffin,Effect Monster,7,Machine,WIND,1000,2500,FALSE
Acid Trap Hole,Trap Card,,Normal,,,,TRUE
Acid Trap Hole,Trap Card,,Normal,,,,FALSE
Draw Muscle,Spell Card,,Quick-Play,,,,TRUE
Rallis the Star Bird,Effect Monster,3,Winged Beast,WIND,800,800,FALSE
Mathematician,Effect Monster,3,Spellcaster,EARTH,1500,500,TRUE
Feral Imp,Normal Monster,4,Fiend,DARK,1300,1400,FALSE
Blue-Winged Crown,Normal Monster,4,Winged Beast,WIND,1600,1200,TRUE
Curse of Aging,Trap Card,,Normal,,,,FALSE
Giant Scorpion of the Tundra,Normal Monster,3,Insect,EARTH,1100,1000,TRUE
Solemn Judgment,Trap Card,,Counter,,,,FALSE
Supporter in the Shadows,Normal Monster,3,Warrior,EARTH,1000,1000,TRUE
Black Illusion Ritual,Spell Card,,Ritual,,,,FALSE
Vylon Cube,Tuner Monster,3,Machine,LIGHT,800,800,TRUE
Elemental HERO Phoenix Enforcer,Fusion Monster,6,Warrior,FIRE,2100,1200,FALSE
Performapal Hip Hippo,Effect Monster,3,Beast,EARTH,800,800,TRUE
Puppet Master,Effect Monster,6,Fiend,DARK,0,0,FALSE
Musakani Magatama,Trap Card,,Counter,,,,TRUE
Thousand Dragon,Fusion Monster,7,Dragon,WIND,2400,2000,FALSE
Thousand Dragon,Fusion Monster,7,Dragon,WIND,2400,2000,TRUE
Gladiator Beast Bestiari,Effect Monster,4,Winged Beast,WIND,1500,800,FALSE
Mektimed Blast,Trap Card,,Normal,,,,TRUE
Mirage of Nightmare,Spell Card,,Continuous,,,,FALSE
Shogi Knight,Effect Monster,3,Beast-Warrior,EARTH,800,400,TRUE
Stellarnova Alpha,Trap Card,,Counter,,,,FALSE
Star Eater,Synchro Monster,11,Dragon,LIGHT,3200,2800,TRUE
Elemental HERO Darkbright,Fusion Monster,6,Warrior,DARK,2000,1000,FALSE
Kamionwizard,Fusion Monster,4,Spellcaster,DARK,1300,1100,TRUE
Dinomist Rush,Trap Card,,Normal,,,,FALSE
Broken Bamboo Sword,Spell Card,,Equip,,,,TRUE
Tenkabito Shien,Effect Monster,4,Pyro,FIRE,1500,1000,FALSE
Destiny HERO - Doom Lord,Effect Monster,3,Warrior,DARK,600,800,TRUE
Dragon Shrine,Spell Card,,Normal,,,,FALSE
Superheavy Samurai Blue Brawler,Effect Monster,4,Machine,EARTH,0,2000,TRUE
Hieratic Dragon of Nuit,Effect Monster,4,Dragon,LIGHT,1700,900,FALSE
Salvage Warrior,Effect Monster,5,Warrior,WATER,1900,1600,TRUE
Dark Mambele,Spell Card,,Normal,,,,FALSE
Dark Magic Inheritance,Spell Card,,Quick-Play,,,,TRUE
Lava Dragon,Effect Monster,4,Dragon,FIRE,1600,1200,FALSE
Sauropod Brachion,Effect Monster,8,Dinosaur,EARTH,1500,3000,TRUE
Giant Flea,Normal Monster,4,Insect,EARTH,1500,1200,FALSE
Score the Melodious Diva,Effect Monster,2,Fairy,LIGHT,200,200,TRUE
Guldfaxe of the Nordic Beasts,Tuner Monster,4,Beast,LIGHT,1600,1000,FALSE
Jowgen the Spiritualist,Effect Monster,3,Spellcaster,LIGHT,200,1300,TRUE
Vylon Matter,Spell Card,,Normal,,,,FALSE
Burning Algae,Effect Monster,3,Pyro,FIRE,500,1500,TRUE
Swarm of Locusts,Effect Monster,3,Insect,DARK,1000,500,FALSE
Blackwing - Kochi the Daybreak,Tuner Monster,4,Winged Beast,DARK,700,1500,TRUE
Bark of Dark Ruler,Trap Card,,Normal,,,,FALSE
Dark Smog,Trap Card,,Continuous,,,,TRUE
Destruction Swordsman Fusion,Spell Card,,Quick-Play,,,,FALSE
Dark Assailant,Normal Monster,4,Zombie,DARK,1200,1200,TRUE
Imairuka,Effect Monster,2,Sea Serpent,WATER,1000,1000,FALSE
Mist Valley Executor,Effect Monster,5,Thunder,WIND,2100,1600,TRUE
Performapal Trump Girl,Pendulum Effect Monster,2,Spellcaster,DARK,200,200,FALSE
Fossil Dyna Pachycephalo,Effect Monster,4,Rock,EARTH,1200,1300,TRUE
Neo Space,Spell Card,,Field,,,,FALSE
Alpha The Electromagnet Warrior,Effect Monster,3,Rock,EARTH,1700,1100,TRUE
XX-Saber Gardestrike,Effect Monster,5,Beast-Warrior,EARTH,2100,1400,FALSE
Serenade the Melodious Diva,Effect Monster,4,Fairy,LIGHT,400,1900,TRUE
Panther Warrior,Effect Monster,4,Beast-Warrior,EARTH,2000,1600,FALSE
Panther Warrior,Effect Monster,4,Beast-Warrior,EARTH,2000,1600,TRUE
Sea Serpent Warrior of Darkness,Normal Monster,4,Sea Serpent,WATER,1800,1500,FALSE
Descending Lost Star,Trap Card,,Normal,,,,TRUE
Gusto Griffin,Effect Monster,2,Winged Beast,WIND,800,300,FALSE
Naturia Butterfly,Tuner Monster,3,Insect,EARTH,500,1200,TRUE
Hi-Speedroid Chanbara,Synchro Monster,5,Machine,WIND,2000,1000,FALSE
Big Koala,Normal Monster,7,Beast,EARTH,2700,2000,TRUE
Doki Doki,Effect Monster,2,Rock,EARTH,500,500,FALSE
Genomix Fighter,Tuner Monster,6,Psychic,WIND,2200,1100,TRUE
Widespread Dud,Trap Card,,Continuous,,,,FALSE
Volcanic Eruption,Trap Card,,Normal,,,,TRUE
Cursed Bamboo Sword,Spell Card,,Equip,,,,FALSE
Angel of Zera,Synchro Monster,8,Fairy,LIGHT,2800,2300,TRUE
Battleguard Rage,Trap Card,,Continuous,,,,FALSE
Metalhold the Moving Blockade,Trap Card,,Continuous,,,,TRUE
Chrysalis Mole,Effect Monster,2,Rock,EARTH,700,100,FALSE
Card Blocker,Effect Monster,3,Warrior,EARTH,400,400,TRUE
Oracle of the Sun,Effect Monster,5,Spellcaster,LIGHT,1000,2000,FALSE
Flower Cardian Lightshower,Synchro Monster,8,Warrior,DARK,3000,3000,TRUE
Reptilianne Viper,Tuner Monster,2,Reptile,DARK,0,0,FALSE
Counter Counter,Trap Card,,Counter,,,,TRUE
Soundproofed,Spell Card,,Normal,,,,FALSE
Wind-Up Bat,Effect Monster,1,Machine,WIND,300,350,TRUE
Cockadoodledoo,Tuner Monster,5,Winged Beast,WIND,1600,2000,FALSE
Trakodon,Normal Monster,3,Dinosaur,EARTH,1300,800,TRUE
Anti Raigeki,Trap Card,,Normal,,,,FALSE
Arsenal Bug,Effect Monster,3,Insect,EARTH,2000,2000,TRUE
Toon Gemini Elf,Toon Monster,4,Spellcaster,EARTH,1900,900,FALSE
Constellar Antares,Effect Monster,6,Machine,LIGHT,2400,900,TRUE
Winged Egg of New Life,Normal Monster,5,Fairy,LIGHT,1400,1700,FALSE
Sealing Ceremony of Raiton,Trap Card,,Continuous,,,,TRUE
Ancient Brain,Normal Monster,3,Fiend,DARK,1000,700,FALSE
Spined Gillman,Effect Monster,3,Sea Serpent,WATER,1300,0,TRUE
Ayers Rock Sunrise,Spell Card,,Normal,,,,FALSE
Silent Doom,Spell Card,,Normal,,,,TRUE
Coach Goblin,Effect Monster,4,Fiend,EARTH,1200,1500,FALSE
Bujingi Boar,Effect Monster,4,Beast,LIGHT,1100,1900,TRUE
Performapal Skeeter Skimmer,Effect Monster,4,Insect,WATER,500,1600,FALSE
Coral Dragon,Synchro Tuner Monster,6,Dragon,WATER,2400,500,TRUE
Eatgaboon,Trap Card,,Normal,,,,FALSE
Stellarknight Triverr,XYZ Monster,4,Warrior,LIGHT,2100,2500,TRUE
Laughing Flower,Normal Monster,2,Plant,EARTH,900,500,FALSE
